fdc_id,food_name,category_id,calories,carbs,protein,fat,fiber
167782,"Abiyuch, raw",9,69.0,17.6,1.5,0.1,5.3
171687,"Acerola juice, raw",9,23.0,4.8,0.4,0.3,0.3
171686,"Acerola, (west indian cherry), raw",9,32.0,7.7,0.4,0.3,1.1
168992,"Agave, cooked (Southwest)",24,135.0,32.0,1.0,0.3,10.6
168384,"Alfalfa seeds, sprouted, raw",11,23.0,2.1,4.0,0.7,1.9
170683,"Amaranth grain, cooked",20,102.0,18.7,3.8,1.6,2.1
170682,"Amaranth grain, uncooked",20,371.0,65.2,13.6,7.0,6.7
168492,"Amaranth leaves, cooked, boiled, drained, with salt",11,21.0,4.1,2.1,0.2,0.0
169202,"Amaranth leaves, cooked, boiled, drained, without salt",11,21.0,4.1,2.1,0.2,0.0
168385,"Amaranth leaves, raw",11,23.0,4.0,2.5,0.3,0.0
173931,"Apples, dehydrated (low moisture), sulfured, uncooked",9,346.0,93.5,1.3,0.6,12.4
171691,"Apples, dried, sulfured, uncooked",9,243.0,65.9,0.9,0.3,8.7
167793,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",9,63.0,15.2,0.2,0.2,2.1
168204,"Apples, raw, gala, with skin (Includes foods for USDA's Food Distribution Program)",9,57.0,13.7,0.2,0.1,2.3
168202,"Apples, raw, golden delicious, with skin",9,57.0,13.6,0.3,0.2,2.4
168203,"Apples, raw, granny smith, with skin (Includes foods for USDA's Food Distribution Program)",9,58.0,13.6,0.4,0.2,2.8
168201,"Apples, raw, red delicious, with skin (Includes foods for USDA's Food Distribution Program)",9,59.0,14.1,0.3,0.2,2.3
171688,"Apples, raw, with skin (Includes foods for USDA's Food Distribution Program)",9,52.0,13.8,0.3,0.2,2.4
171689,"Apples, raw, without skin",9,48.0,12.8,0.3,0.1,1.3
173928,"Apples, raw, without skin, cooked, boiled",9,53.0,13.6,0.3,0.4,2.4
173929,"Apples, raw, without skin, cooked, microwave",9,56.0,14.4,0.3,0.4,2.8
171702,"Apricots, dehydrated (low-moisture), sulfured, uncooked",9,320.0,82.9,4.9,0.6,0.0
173941,"Apricots, dried, sulfured, uncooked",9,241.0,62.6,3.4,0.5,7.3
171697,"Apricots, raw",9,48.0,11.1,1.4,0.4,2.0
168493,"Arrowhead, cooked, boiled, drained, with salt",11,78.0,16.1,4.5,0.1,0.0
169204,"Arrowhead, cooked, boiled, drained, without salt",11,78.0,16.1,4.5,0.1,0.0
169203,"Arrowhead, raw",11,99.0,20.2,5.3,0.3,0.0
168490,"Arrowroot, raw",11,65.0,13.4,4.2,0.2,1.3
169311,"Artichokes, (globe or french), cooked, boiled, drained, with salt",11,51.0,11.4,2.9,0.3,5.7
168386,"Artichokes, (globe or french), cooked, boiled, drained, without salt",11,53.0,12.0,2.9,0.3,5.7
169312,"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",11,45.0,9.2,3.1,0.5,4.6
168388,"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt",11,45.0,9.2,3.1,0.5,4.6
169205,"Artichokes, (globe or french), raw",11,47.0,10.5,3.3,0.2,5.4
169387,"Arugula, raw",11,25.0,3.6,2.6,0.7,1.6
168390,"Asparagus, cooked, boiled, drained",11,22.0,4.1,2.4,0.2,2.0
169313,"Asparagus, cooked, boiled, drained, with salt",11,22.0,4.1,2.4,0.2,2.0
168494,"Asparagus, frozen, cooked, boiled, drained, with salt",11,18.0,1.9,3.0,0.4,1.6
169209,"Asparagus, frozen, cooked, boiled, drained, without salt",11,18.0,1.9,3.0,0.4,1.6
168389,"Asparagus, raw",11,20.0,3.9,2.2,0.1,2.1
171706,"Avocados, raw, California",9,167.0,8.6,2.0,15.4,6.8
171707,"Avocados, raw, Florida",9,120.0,7.8,2.2,10.1,5.6
171705,"Avocados, raw, all commercial varieties",9,160.0,8.5,2.0,14.7,6.7
171398,"Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack",3,503.0,61.6,0.0,28.6,0.0
169047,"Babyfood, baked product, finger snacks cereal fortified",3,421.0,76.7,6.4,9.9,2.3
171639,"Bacon, turkey, microwaved",7,368.0,4.2,29.5,25.9,0.0
168495,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",11,32.0,6.2,3.6,0.2,1.9
168392,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",11,34.0,6.7,3.6,0.2,1.9
168391,"Balsam-pear (bitter gourd), leafy tips, raw",11,30.0,3.3,5.3,0.7,0.0
168496,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",11,19.0,4.3,0.8,0.2,2.0
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,19.0,4.3,0.8,0.2,2.0
168393,"Balsam-pear (bitter gourd), pods, raw",11,17.0,3.7,1.0,0.2,2.8
168497,"Bamboo shoots, cooked, boiled, drained, with salt",11,11.0,1.5,1.5,0.2,1.0
169211,"Bamboo shoots, cooked, boiled, drained, without salt",11,12.0,1.9,1.5,0.2,1.0
169210,"Bamboo shoots, raw",11,27.0,5.2,2.6,0.3,2.2
173944,"Bananas, raw",9,89.0,22.8,1.1,0.3,2.6
170285,"Barley, pearled, cooked",20,123.0,28.2,2.3,0.4,3.8
173789,"Beans, adzuki, mature seed, cooked, boiled, with salt",16,128.0,24.8,7.5,0.1,7.3
173728,"Beans, adzuki, mature seeds, cooked, boiled, without salt",16,128.0,24.8,7.5,0.1,7.3
168128,"Beans, baked, canned, no salt added",16,105.0,20.5,4.8,0.4,5.5
175182,"Beans, baked, canned, plain or vegetarian",16,94.0,21.1,4.8,0.4,4.1
175183,"Beans, baked, canned, with beef",16,121.0,16.9,6.4,3.4,0.0
175184,"Beans, baked, canned, with franks",16,142.0,15.4,6.8,6.6,6.9
175185,"Beans, baked, canned, with pork",16,106.0,20.0,5.2,1.6,5.5
173732,"Beans, baked, canned, with pork and sweet sauce",16,105.0,21.6,4.5,0.9,4.4
173733,"Beans, baked, canned, with pork and tomato sauce",16,94.0,18.7,5.2,0.9,4.0
173731,"Beans, baked, home prepared",16,155.0,21.6,5.5,5.2,5.5
175239,"Beans, black turtle, mature seeds, cooked, boiled, with salt",16,130.0,24.4,8.2,0.4,8.3
175187,"Beans, black turtle, mature seeds, cooked, boiled, without salt",16,130.0,24.4,8.2,0.4,8.3
175237,"Beans, black, mature seeds, cooked, boiled, with salt",16,132.0,23.7,8.9,0.5,8.7
173735,"Beans, black, mature seeds, cooked, boiled, without salt",16,132.0,23.7,8.9,0.5,8.7
169065,"Beans, chili, barbecue, ranch style, cooked",16,97.0,16.9,5.0,1.0,4.2
175240,"Beans, cranberry (roman), mature seeds, cooked, boiled, with salt",16,136.0,24.5,9.3,0.5,8.6
173736,"Beans, cranberry (roman), mature seeds, cooked, boiled, without salt",16,136.0,24.5,9.3,0.5,8.6
168574,"Beans, fava, in pod, raw",11,88.0,17.6,7.9,0.7,7.5
175241,"Beans, french, mature seeds, cooked, boiled, with salt",16,129.0,24.0,7.0,0.8,9.4
173739,"Beans, french, mature seeds, cooked, boiled, without salt",16,129.0,24.0,7.0,0.8,9.4
173790,"Beans, great northern, mature seeds, cooked, boiled, with salt",16,118.0,21.1,8.3,0.4,7.0
175191,"Beans, great northern, mature seeds, cooked, boiled, without salt",16,118.0,21.1,8.3,0.4,7.0
173792,"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",16,127.0,22.8,8.7,0.5,6.4
173740,"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",16,127.0,22.8,8.7,0.5,6.4
173793,"Beans, kidney, california red, mature seeds, cooked, boiled, with salt",16,124.0,22.4,9.1,0.1,9.3
173743,"Beans, kidney, california red, mature seeds, cooked, boiled, without salt",16,124.0,22.4,9.1,0.1,9.3
169315,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt",11,33.0,4.7,4.8,0.6,0.0
168395,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",11,33.0,4.7,4.8,0.6,0.0
169213,"Beans, kidney, mature seeds, sprouted, raw",11,29.0,4.1,4.2,0.5,0.0
175242,"Beans, kidney, red, mature seeds, cooked, boiled, with salt",16,127.0,22.8,8.7,0.5,7.4
175194,"Beans, kidney, red, mature seeds, cooked, boiled, without salt",16,127.0,22.8,8.7,0.5,7.4
175244,"Beans, kidney, royal red, mature seeds, cooked, boiled with salt",16,123.0,21.8,9.5,0.2,9.3
175197,"Beans, kidney, royal red, mature seeds, cooked, boiled, without salt",16,123.0,21.8,9.5,0.2,9.3
173794,"Beans, navy, mature seeds, cooked, boiled, with salt",16,140.0,26.0,8.2,0.6,10.5
173746,"Beans, navy, mature seeds, cooked, boiled, without salt",16,140.0,26.0,8.2,0.6,10.5
168500,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt",11,78.0,15.0,7.1,0.8,0.0
169140,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt",11,78.0,15.0,7.1,0.8,0.0
169139,"Beans, navy, mature seeds, sprouted, raw",11,67.0,13.0,6.2,0.7,0.0
173795,"Beans, pink, mature seeds, cooked, boiled, with salt",16,149.0,27.9,9.1,0.5,5.3
175198,"Beans, pink, mature seeds, cooked, boiled, without salt",16,149.0,27.9,9.1,0.5,5.3
168501,"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt",11,162.0,30.9,9.3,0.5,5.4
169959,"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, without salt",11,162.0,30.9,9.3,0.5,5.4
173796,"Beans, pinto, mature seeds, cooked, boiled, with salt",16,143.0,26.2,9.0,0.6,9.0
175200,"Beans, pinto, mature seeds, cooked, boiled, without salt",16,143.0,26.2,9.0,0.6,9.0
169319,"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt",11,20.0,3.5,1.9,0.3,0.0
170087,"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt",11,22.0,4.1,1.9,0.3,0.0
170086,"Beans, pinto, mature seeds, sprouted, raw",11,62.0,11.6,5.2,0.9,0.0
175246,"Beans, small white, mature seeds, cooked, boiled, with salt",16,142.0,25.8,9.0,0.6,10.4
173750,"Beans, small white, mature seeds, cooked, boiled, without salt",16,142.0,25.8,9.0,0.6,10.4
169321,"Beans, snap, green, cooked, boiled, drained, with salt",11,35.0,7.9,1.9,0.3,3.2
169141,"Beans, snap, green, cooked, boiled, drained, without salt",11,35.0,7.9,1.9,0.3,3.2
169964,"Beans, snap, green, frozen, all styles, microwaved",11,33.0,7.0,2.0,0.4,3.4
169963,"Beans, snap, green, frozen, cooked, boiled, drained without salt",11,28.0,6.4,1.5,0.2,3.0
169325,"Beans, snap, green, frozen, cooked, boiled, drained, with salt",11,28.0,6.4,1.5,0.2,3.0
169965,"Beans, snap, green, microwaved",11,33.0,6.4,2.3,0.5,3.4
169961,"Beans, snap, green, raw",11,31.0,7.0,1.8,0.2,2.7
169323,"Beans, snap, yellow, cooked, boiled, drained, with salt",11,35.0,7.9,1.9,0.3,3.3
169322,"Beans, snap, yellow, cooked, boiled, drained, without salt",11,35.0,7.9,1.9,0.3,3.3
169327,"Beans, snap, yellow, frozen, cooked, boiled, drained, with salt",11,28.0,6.4,1.5,0.2,3.0
169326,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",11,28.0,6.4,1.5,0.2,3.0
169320,"Beans, snap, yellow, raw",11,31.0,7.1,1.8,0.1,3.4
175249,"Beans, white, mature seeds, cooked, boiled, with salt",16,139.0,25.1,9.7,0.4,6.3
175203,"Beans, white, mature seeds, cooked, boiled, without salt",16,139.0,25.1,9.7,0.4,6.3
175248,"Beans, yellow, mature seeds, cooked, boiled, with salt",16,144.0,25.3,9.2,1.1,10.4
173752,"Beans, yellow, mature seeds, cooked, boiled, without salt",16,144.0,25.3,9.2,1.1,10.4
174013,"Beef composite, separable lean only, trimmed to 1/8"" fat, choice, cooked",13,203.0,0.0,28.7,9.2,0.0
173097,"Beef, New Zealand, imported, bolar blade, separable lean and fat, cooked, fast roasted",13,228.0,0.0,31.3,11.4,0.0
174715,"Beef, New Zealand, imported, bolar blade, separable lean only, cooked, fast roasted",13,193.0,0.0,33.5,6.6,0.0
174739,"Beef, New Zealand, imported, brisket navel end, separable lean and fat, cooked, braised",13,453.0,0.0,20.1,41.3,0.0
174717,"Beef, New Zealand, imported, brisket navel end, separable lean only, cooked, braised",13,265.0,0.0,29.4,16.4,0.0
174741,"Beef, New Zealand, imported, brisket point end, separable lean and fat, cooked, braised",13,250.0,0.0,31.9,13.6,0.0
173073,"Beef, New Zealand, imported, brisket point end, separable lean only, cooked, braised",13,202.0,0.0,34.5,7.0,0.0
173099,"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, cooked, braised",13,252.0,0.0,29.9,14.7,0.0
173076,"Beef, New Zealand, imported, chuck eye roll, separable lean only, cooked, braised",13,208.0,0.0,32.1,8.9,0.0
173101,"Beef, New Zealand, imported, cube roll, separable lean and fat, cooked, fast roasted",13,286.0,0.0,27.8,19.4,0.0
174719,"Beef, New Zealand, imported, cube roll, separable lean only, cooked, fast roasted",13,239.0,0.0,30.1,13.2,0.0
174743,"Beef, New Zealand, imported, eye round, separable lean and fat, cooked, slow roasted",13,168.0,0.0,29.5,5.6,0.0
174721,"Beef, New Zealand, imported, eye round, separable lean only, cooked, slow roasted",13,164.0,0.0,29.7,5.0,0.0
174745,"Beef, New Zealand, imported, flank, separable lean and fat, cooked, braised",13,208.0,0.0,30.1,9.7,0.0
173077,"Beef, New Zealand, imported, flank, separable lean only, cooked, braised",13,194.0,0.0,30.8,7.9,0.0
174747,"Beef, New Zealand, imported, flat, separable lean and fat, cooked, braised",13,252.0,0.0,31.9,13.8,0.0
173079,"Beef, New Zealand, imported, flat, separable lean only, cooked, braised",13,226.0,0.0,33.2,10.3,0.0
173104,"Beef, New Zealand, imported, hind shin, separable lean and fat, cooked, braised",13,196.0,0.1,29.8,8.5,0.0
174724,"Beef, New Zealand, imported, hind shin, separable lean only, cooked, braised",13,167.0,0.0,31.2,4.6,0.0
173082,"Beef, New Zealand, imported, intermuscular fat, cooked",13,560.0,3.4,7.9,57.2,0.0
173085,"Beef, New Zealand, imported, knuckle, cooked, fast fried",13,178.0,0.0,27.5,7.6,0.0
174730,"Beef, New Zealand, imported, manufacturing beef, cooked, boiled",13,126.0,0.0,24.2,3.3,0.0
173106,"Beef, New Zealand, imported, oyster blade, separable lean and fat, cooked, braised",13,197.0,0.0,29.8,8.7,0.0
173087,"Beef, New Zealand, imported, oyster blade, separable lean only, cooked, braised",13,196.0,0.0,29.9,8.5,0.0
173089,"Beef, New Zealand, imported, ribs prepared, cooked, fast roasted",13,197.0,0.1,27.2,9.7,0.0
174748,"Beef, New Zealand, imported, rump centre, separable lean and fat, cooked, fast fried",13,192.0,0.0,30.0,8.0,0.0
174732,"Beef, New Zealand, imported, rump centre, separable lean only, cooked, fast fried",13,188.0,0.0,30.2,7.5,0.0
174751,"Beef, New Zealand, imported, striploin, separable lean and fat, cooked, fast fried",13,301.0,0.0,24.9,22.3,0.0
174733,"Beef, New Zealand, imported, striploin, separable lean only, cooked, fast fried",13,217.0,0.0,28.5,11.4,0.0
173090,"Beef, New Zealand, imported, subcutaneous fat, cooked",13,731.0,0.0,6.5,78.3,0.0
173092,"Beef, New Zealand, imported, sweetbread, cooked, boiled",13,318.0,0.0,12.5,29.8,0.0
173108,"Beef, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",13,202.0,0.3,29.3,9.4,0.0
173094,"Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",13,200.0,0.3,29.4,9.0,0.0
174728,"Beef, New Zealand, imported, variety meats and by-products liver, cooked, boiled",13,150.0,3.8,23.3,4.7,0.0
173081,"Beef, New Zealand, imported, variety meats and by-products, heart, cooked, boiled",13,179.0,0.0,31.3,6.0,0.0
173084,"Beef, New Zealand, imported, variety meats and by-products, kidney, cooked, boiled",13,157.0,0.0,27.3,5.3,0.0
174737,"Beef, New Zealand, imported, variety meats and by-products, tongue, cooked, boiled",13,271.0,3.7,18.3,20.3,0.0
173095,"Beef, New Zealand, imported, variety meats and by-products, tripe cooked, boiled",13,103.0,0.0,19.0,3.0,0.0
173096,"Beef, New Zealand, imported, variety meats and by-products, tripe uncooked, raw",13,77.0,0.0,14.9,2.0,0.0
169558,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",13,211.0,0.0,26.0,11.1,0.0
168735,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",13,221.0,0.0,25.7,12.4,0.0
168737,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",13,201.0,0.0,26.4,9.8,0.0
174771,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",13,193.0,0.0,26.3,9.7,0.0
174773,"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",13,179.0,0.0,27.2,7.0,0.0
170613,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13,213.0,0.0,32.9,8.0,0.0
169440,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",13,221.0,0.0,32.2,9.2,0.0
169555,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",13,205.0,0.0,33.6,6.8,0.0
169488,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",13,289.0,0.0,28.8,18.4,0.0
173130,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",13,298.0,0.0,28.7,19.5,0.0
169432,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",13,280.0,0.0,29.0,17.4,0.0
170210,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13,205.0,0.0,33.3,7.0,0.0
170601,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, choice, cooked, braised",13,212.0,0.0,32.6,8.1,0.0
169469,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, select, cooked, braised",13,198.0,0.0,33.9,5.9,0.0
174047,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",13,196.0,0.0,33.2,6.0,0.0
171818,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",13,203.0,0.0,33.1,6.8,0.0
174768,"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",13,189.0,0.0,33.2,5.2,0.0
170211,"Beef, brisket, point half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13,358.0,0.0,23.5,28.5,0.0
169490,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",13,349.0,0.0,24.4,27.2,0.0
170212,"Beef, brisket, point half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13,244.0,0.0,28.0,13.8,0.0
170611,"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13,291.0,0.0,26.8,19.5,0.0
168665,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",13,331.0,0.0,25.8,24.5,0.0
170612,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13,218.0,0.0,29.8,10.1,0.0
171227,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13,296.0,0.0,27.7,20.6,0.0
170829,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",13,303.0,0.0,27.2,21.6,0.0
170830,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",13,285.0,0.0,28.5,19.0,0.0
170799,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13,228.0,0.0,31.4,11.4,0.0
170797,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",13,234.0,0.0,31.0,12.2,0.0
170798,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",13,221.0,0.0,32.1,10.2,0.0
170820,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",13,236.0,0.0,24.6,15.3,0.0
171215,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",13,241.0,0.0,24.5,15.9,0.0
171216,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",13,229.0,0.0,24.9,14.4,0.0
168674,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",13,183.0,0.0,26.6,8.5,0.0
169496,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",13,190.0,0.0,26.4,9.4,0.0
169497,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",13,172.0,0.0,27.0,7.1,0.0
171228,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",13,277.0,0.0,25.0,19.6,0.0
171229,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",13,283.0,0.0,25.0,20.4,0.0
171230,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",13,267.0,0.0,25.0,18.6,0.0
170801,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",13,209.0,0.0,27.9,10.8,0.0
171196,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",13,215.0,0.0,28.0,11.5,0.0
171197,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",13,199.0,0.0,27.9,9.8,0.0
171203,"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",13,191.0,0.0,32.4,6.8,0.0
171205,"Beef, chuck for stew, separable lean and fat, choice, cooked, braised",13,194.0,0.0,32.5,7.1,0.0
171204,"Beef, chuck for stew, separable lean and fat, select, cooked, braised",13,186.0,0.0,32.3,6.3,0.0
170213,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13,297.0,0.0,28.9,19.2,0.0
170614,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",13,283.0,0.0,29.2,17.6,0.0
168667,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",13,302.0,0.0,30.1,19.2,0.0
168669,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",13,309.0,0.0,30.2,19.9,0.0
169492,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",13,295.0,0.0,30.0,18.5,0.0
170615,"Beef, chuck, arm pot roast, separable lean only, trimmed to 0"" fat, choice, cooked, braised",13,212.0,0.0,33.4,7.7,0.0
170616,"Beef, chuck, arm pot roast, separable lean only, trimmed to 0"" fat, select, cooked, braised",13,195.0,0.0,33.4,5.8,0.0
174050,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",13,214.0,0.0,34.7,7.4,0.0
171817,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",13,224.0,0.0,34.7,8.4,0.0
174767,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",13,205.0,0.0,34.6,6.4,0.0
170617,"Beef, chuck, blade roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13,334.0,0.0,27.2,24.1,0.0
169494,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",13,341.0,0.0,26.8,25.1,0.0
168671,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",13,359.0,0.0,26.4,27.3,0.0
168673,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",13,318.0,0.0,27.3,22.4,0.0
170215,"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13,253.0,0.0,31.1,13.3,0.0
174027,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",13,207.0,0.0,25.7,10.8,0.0
174023,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",13,216.0,0.0,24.6,12.3,0.0
171784,"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",13,196.0,0.0,27.3,8.8,0.0
174019,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",13,172.0,0.0,26.8,6.3,0.0
169553,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",13,171.0,0.0,26.0,6.7,0.0
168730,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",13,172.0,0.0,28.1,5.8,0.0
171780,"Beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, cooked, roasted",13,173.0,0.0,26.4,6.8,0.0
171782,"Beef, chuck, clod steak, separable lean only, trimmed to 1/4"" fat, all grades, cooked, braised",13,189.0,0.0,29.3,7.0,0.0
170821,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13,220.0,0.0,32.1,10.2,0.0
170822,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",13,225.0,0.0,32.2,10.7,0.0
170823,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",13,211.0,0.0,31.9,9.3,0.0
170806,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13,190.0,0.0,33.3,6.3,0.0
171201,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",13,197.0,0.0,33.6,6.9,0.0
170805,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",13,181.0,0.0,33.0,5.4,0.0
171783,"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",13,161.0,0.0,25.7,5.7,0.0
174020,"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled",13,159.0,0.0,26.1,5.2,0.0
174025,"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",13,160.0,0.0,25.9,5.5,0.0
174016,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",13,159.0,0.0,25.9,5.4,0.0
169561,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",13,161.0,0.0,25.7,5.7,0.0
169562,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",13,157.0,0.0,26.1,5.0,0.0
171222,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13,305.0,0.0,25.5,22.6,0.0
